"country","year","group","country_code","region","fh_regime_class","membership","visa_free","visa_dialogue","taxation","customs","public_procurement","competition","business_environment","sme_development","money_laundering","budget_control","anticorruption_policy","public_administration","elections","judiciary","civil_society_development","freedom_of_expression","human_rights","minority_rights","freedom_of_assembly","assistance_manual","assistance_fts","words","corruption","progress_words","positive","negative","difference","internet_pct","broadband","fh_national_democratic_governance","fh_electoral_process","fh_civil_society","fh_independent_media","fh_local_democratic_governance","fh_judicial_independence","fh_corruption","fh_democracy_score","fh_democracy_percentage","fh_dem_percentage_rounded","e_wbgi_cce","v2x_cspart","v2juhcind","v2jucorrdc","v2juaccnt","v2xcs_ccsi","v2cseeorgs","v2csreprss","v2cscnsult","v2csstruc_nr","v2csprtcpt","v2csantimv","v2cacamps","v2caassemb","v2capolit","v2x_corr","v2x_execorr","v2x_pubcorr","e_fh_cl","e_fh_pr","e_fh_rol","e_fh_status","e_wbgi_gee","e_wbgi_pve","e_wbgi_rle","e_wbgi_rqe","e_wbgi_vae","e_migdppcln","e_ti_cpi","v2x_freexp_altinf","v2x_polyarchy","v2x_libdem","v2x_partipdem","internet_pct_norm","broadband_norm","coc_norm","fh_independent_media_norm","progress_borzel","progress_corr_only","progress_ipi","socialisation_borzel","socialisation_ipi","socialisation_corr_only","socialisation_coc","population","assistance_man_per_capita","assistance_fts_per_capita","export","export_per_capita","gee_dum","year_factor","v2smpolsoc","v2smpolsoc_ord","pred","gdp","assistance_share","export_share","duration","georgia","pred_ipi","pred_coc","progress_dum","progress_ipi_logit","socialisation_ipi_logit","socialisation_e_wbgi_cce","pred_ipi_plm","pred_coc_plm"
"Moldova",2008,"EaP","md","Eurasia","SCA","0",0,"0",1,2,1,0,0,2,1,2,1,2,0,1,2,0,1,2,1,62.3,23.98737122,11344,0.0022038082,0.003437941,0.72759216,0.04655407,0.68103808,23.39,2.8,2.25,4.25,4.25,2.5,2.25,3.5,2,3,33.33,33,-0.631,0.482,0.439,-0.849,-1.96,0.509,0.259,0.575,-0.228,12,-0.375,-1.234,0.152,0.402,-0.091,0.774,0.737,0.661,4,4,8,2,-0.77,-0.271,-0.425,-0.18,-0.307,8.45,NA,0.624,0.462,0.361,0.268,0.43973041652856,0.196064652143359,0.301970443349754,0.8,0.533333333333333,0.666666666666667,0.476491461194663,0.458333333333333,0.453979358114848,0.416666666666667,0.267610837438424,2867964,21.72,8.36390248273688,753.8,262.834540461456,0,"2008",-0.541,1,0.361169674818057,6054849884.52656,0.00358720701821303,0.124495241727854,4,0,0.361169674818057,0.312606400825666,0,-0.0941035380811417,-0.189478325726149,-0.70075,-0.402991255745637,0.0379778513876697
"Moldova",2009,"EaP","md","Eurasia","SCA","0",0,"0",1,2,2,0,2,2,2,1,2,2,1,0,2,0,0,0,0,52,80.91003657,11615,0.0016358158,0.003616014,0.06069543,0.022058,0.03863743,27.5,4.58,2.25,4,4.25,2.25,2.25,3.5,2,2.93,32.14,32,-0.699,0.595,0.439,-0.849,-1.96,0.572,0.388,0.77,0.377,12,0.036,-0.708,0.592,0.402,-0.091,0.737,0.631,0.661,4,3,8,2,-0.56,-0.586,-0.442,-0.128,-0.297,8.38,NA,0.647,0.483,0.385,0.292,0.530549110595514,0.321152494729445,0.268472906403941,0.666666666666667,0.566666666666667,0.75,0.563265344666318,0.483333333333333,0.449941671526429,0.479166666666667,0.24692118226601,2864346,18.15,28.247298535163,518.9,181.158281855614,0,"2009",-1.468,0,0.399701407657639,5439422031.39627,0.00333675156942014,0.0953961647036976,5,0,0.399701407657639,0.348774929870775,1,0.254425007379286,-0.2040770490835,-0.74275,-0.136519749413475,0.00835727959604582
"Moldova",2010,"EaP","md","Eurasia","SCA","0",0,"1",2,2,2,0,2,2,2,2,1,1,2,1,2,2,2,0,2,66,134.73024139,10754,0.0015808071,0.004091501,0.13485674,0.02793596,0.10692078,32.3,6.63,2,3.75,4.5,2.25,2.25,3.25,2,2.86,30.95,31,-0.673,0.778,0.798,-0.531,-0.525,0.782,1.231,1.942,1.831,12,0.217,-0.874,-1.341,1.64,0.114,0.684,0.615,0.574,3,3,8,2,-0.66,-0.381,-0.363,-0.104,-0.055,8.44,NA,0.844,0.59,0.5,0.391,0.636614738702906,0.465214335910049,0.28128078817734,0.666666666666667,0.766666666666667,0.75,0.782020655886651,0.375,0.393030121061984,0.458333333333333,0.248399014778325,2861487,23.06,47.0839956253514,585.4,204.578947938607,0,"2010",-0.533,1,0.565317922620462,6974960345.3712,0.00330611198604209,0.0839287925684753,6,0,0.565317922620462,0.469038408093905,1,1.27748084784754,-0.467784545357223,-0.73975,-0.215027896577215,0.0102920918294325
"Moldova",2011,"EaP","md","Eurasia","T/H","0",0,"1",2,2,1,1,2,0,2,2,0,1,1,2,2,0,1,1,1,78.6,42.27795416,7239,0.0019339688,0.006078188,0.06259151,0.01734958,0.04524193,38,8.74,2.25,4,4.75,2.5,2.25,3.5,2,3.04,33.93,34,-0.62,0.778,0.798,-0.531,-0.196,0.782,1.231,1.942,1.831,12,0.217,-0.856,-1.341,2.019,0.114,0.684,0.615,0.574,3,3,8,2,-0.62,-0.049,-0.331,-0.084,0.05,8.5,NA,0.852,0.718,0.606,0.474,0.762567672080433,0.613492621222769,0.307389162561576,0.8,0.6,0.666666666666667,0.6323358455543,0.416666666666667,0.47662357689058,0.5,0.27192118226601,2859833,27.48,14.7833646789865,847.1,296.206107139823,0,"2011",-0.208,1,0.577126910699015,8414360656.29632,0.00326584527600884,0.100673127121801,7,0,0.577126910699015,0.428384065355624,1,0.542250756511317,-0.106052100310323,-0.692,-0.0830129945484177,-0.018656454720216
"Moldova",2012,"EaP","md","Eurasia","T/H","0",0,"1",2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,94,8.68819487,8680,0.0025345622,0.004608295,0.06582528,0.02328169,0.04254359,43.37,10.27,2.25,4,4.75,3,2.25,3.5,2,3.11,35.12,35,-0.614,0.753,0.798,-0.531,-0.196,0.795,1.375,1.942,1.534,12,0.255,-0.963,-1.341,2.019,0.114,0.671,0.615,0.54,3,3,8,2,-0.57,0.046,-0.325,-0.103,-0.034,8.5,36,0.835,0.703,0.596,0.459,0.881228593525577,0.721011946591708,0.310344827586207,1.06666666666667,0.8,0.75,0.736204466949331,0.433333333333333,0.445805765023766,0.472222222222222,0.397044334975369,2859458,32.87,3.03840618396913,943.7,330.027578653017,0,"2012",-0.208,1,0.5732092871818,8709165249.26928,0.00377418490282497,0.108357112649709,8,0,0.5732092871818,0.256768845272024,1,1.02633358145322,-0.221223343630926,-0.438,0.0447295882910879,0.0287544753164305
"Moldova",2013,"EaP","md","Eurasia","T/H","0",0,"1",2,2,2,2,1,2,2,1,1,0,2,2,2,1,2,1,1,100,82.95756889,10562,0.0029350502,0.004355236,0.06467137,0.02662862,0.03804275,60,11.52,2.5,4,4.75,3,2.25,3.5,2.25,3.18,36.31,36,-0.755,0.747,1.148,-0.751,-0.742,0.742,1.07,1.609,1.534,8,0.255,-1.025,-0.937,2.019,0.114,0.712,0.625,0.599,3,3,7,2,-0.41,0.001,-0.372,-0.073,-0.071,8.6,35,0.777,0.664,0.555,0.436,1.24870180090598,0.808854532677442,0.240886699507389,1.06666666666667,0.766666666666667,0.666666666666667,0.755175958343754,0.391666666666667,0.441119028978419,0.416666666666667,0.346551724137931,2858692,34.98,29.0194147848037,962.7,336.762407422695,1,"2013",-0.208,1,0.600607158870805,9496684701.43325,0.00368339068840737,0.1013722188602,9,0,0.600607158870805,0.313838646159133,1,1.12641102430828,-0.243566965752458,-0.5405,0.156273511173263,-0.0137790941088851
"Moldova",2014,"EaP","md","Eurasia","T/H","0",1,"2",2,1,2,2,2,2,1,1,0,0,2,0,1,2,1,1,1,101,118.13681075,8947,0.0025706941,0.00491785,0.06006841,0.02471649,0.03535192,67,12.5,2.5,4,4.75,3,2.25,3.25,2.25,3.14,35.71,36,-0.851,0.747,1.148,-0.751,-0.742,0.742,1.07,1.609,1.534,8,0.255,0.143,-0.877,2.019,0.114,0.712,0.625,0.599,3,3,7,2,-0.42,-0.159,-0.248,0.019,0.012,8.66,35,0.791,0.668,0.554,0.439,1.40338084189592,0.877723120168658,0.1935960591133,1.06666666666667,0.633333333333333,0.333333333333333,0.681157109530469,0.525,0.585167738091938,0.604166666666667,0.397167487684729,2856950,35.35,41.350674933058,1159.7,405.922399761984,1,"2014",-0.208,1,0.560986805670039,9510219299.49557,0.00371705413794979,0.121942508734947,10,0,0.560986805670039,0.290944723728911,1,0.759094508599101,0.368720749418527,-0.43775,0.244390388685223,-0.0252099118319346
"Moldova",2016,"EaP","md","Eurasia","T/H","0",1,"2",2,1,2,1,1,1,1,1,1,2,1,0,0,1,0,1,1,89,61.03452071,6375,0.0021960784,0.003137255,0.18924433,0.06619202,0.12305231,71,13.71,2.25,4,4.75,3,2.5,3.25,2,3.11,35.12,35,-0.952,0.772,0.096,-0.751,-1.671,0.657,0.658,0.839,1.534,7,0.581,0.555,0.088,2.019,0.114,0.805,0.805,0.807,3,3,6,2,-0.63,-0.304,-0.495,-0.115,-0.009,8.71,30,0.677,0.552,0.448,0.354,1.49176886531875,0.962754743499649,0.14384236453202,1.06666666666667,0.533333333333333,0.583333333333333,0.563382928145211,0.655555555555556,0.645789972359073,0.805555555555556,0.453858784893268,2802170,31.76,21.7811627096143,1320.4,471.206243732536,0,"2016",0.162,2,0.55911303523984,8071480540.86068,0.00393484192140707,0.163588327236332,12,0,0.55911303523984,0.205199344457239,1,0.254903008329682,0.732685957738536,-0.322666666666667,0.392158408135171,-0.0277362374685427
"Moldova",2017,"EaP","md","Eurasia","T/H","0",1,"2",2,1,1,1,0,0,2,2,1,2,1,0,0,0,0,1,1,56,55.18098323,9108,0.0024154589,0.00274484,0.15097842,0.05262422,0.09835419,76.12,14.39,2.25,4,4.75,3,2.5,3,2,3.07,34.52,35,-0.799,0.672,0.552,-0.751,-0.822,0.637,0.658,0.839,0.894,7,0.292,0.22,0.088,1.16,0.114,0.769,0.681,0.74,3,3,6,2,-0.53,-0.319,-0.414,-0.038,-0.017,8.77,31,0.673,0.518,0.402,0.322,1.60490553529997,1.01054111033029,0.219211822660098,1.06666666666667,0.466666666666667,0.666666666666667,0.486754721345705,0.55,0.595765214162509,0.791666666666667,0.281773399014778,2755158,20.33,20.0282463764329,1615.2,586.245870472764,0,"2017",0.162,2,0.569955704637457,9669759987.02633,0.00210243067328209,0.167036203811374,13,0,0.569955704637457,0.386593898569037,1,-0.0529935129970655,0.388294046155389,-0.672,-0.645595254866352,-0.128356329945769
"Moldova",2018,"EaP","md","Eurasia","T/H","0",1,"2",2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,50.75,11.44374262,11404,0.0021922133,0.004033672,0.09656008,0.03606166,0.06049842,78,15.38,2.25,4,4.75,3,2.5,3,2,3.07,34.52,35,-0.727,0.676,0.354,-0.751,-0.822,0.637,0.658,0.839,0.894,5,0.292,-0.98,0.088,1.16,0.114,0.792,0.716,0.797,4,3,6,2,-0.47,-0.396,-0.414,-0.03,-0.092,8.82,33,0.688,0.526,0.403,0.329,1.6464479063087,1.08011243851019,0.254679802955665,1.06666666666667,0.3,0.416666666666667,0.408051125478565,0.641666666666667,0.646227595562886,0.666666666666667,0.447290640394089,2706049,18.75,4.22894878104572,1878.3,694.111599605181,0,"2018",0.162,2,0.587372781857324,11456717193.2501,0.00163659446975324,0.163947487602001,14,0,0.587372781857324,0.180462534713822,0,-0.3720277964497,0.64942478900232,-0.336,-0.674616818448919,-0.224871073491584
"North Macedonia",2008,"WB","mac","Balkans","SCD","1",0,"1",1,2,1,1,1,2,2,0,1,1,1,2,1,1,0,1,2,70.2,10.25161531,38917,0.0017473084,0.008787933,0.11652585,0.03582766,0.08069818,46.04,8.76,4,4.75,4.75,3.75,4.25,4,3.5,4.14,52.38,52,-0.192,0.565,0.703,-0.642,0.522,0.794,1.506,1.288,-0.593,14,0.695,-1.606,0.932,1.669,0.756,0.631,0.722,0.401,3,3,8,2,-0.02,-0.296,-0.347,0.222,0.196,9.28,NA,0.766,0.582,0.441,0.391,0.940227599160314,0.614898102600141,0.518226600985222,1.46666666666667,0.566666666666667,0.583333333333333,0.62590801535113,0.416666666666667,0.415406007421381,0.333333333333333,0.438505747126437,2067313,33.96,4.95890816243114,1949.3,942.914788423427,1,"2008",-1.924,0,0.443751515496275,9909548410.82744,0.00342699773915978,0.196709266576683,4,0,0.443751515496275,0.482944121179713,1,0.514701704536424,-0.36284511805187,-0.353833333333333,-0.454233311116543,-0.272213935346892
"North Macedonia",2009,"WB","mac","Balkans","SCD","1",1,"2",1,2,1,1,1,1,1,1,2,1,2,1,1,1,0,1,1,81.8,16.1222106,39556,0.0017190818,0.009303266,0.11797455,0.03417532,0.08379923,51.77,11.25,4,4.5,4.75,3.75,4.25,4,3.75,4.14,52.38,52,-0.132,0.58,0.703,-0.642,0.522,0.761,1.265,1.103,-0.424,14,0.695,-1.292,0.932,1.582,0.756,0.626,0.708,0.401,3,3,9,2,-0.05,-0.299,-0.257,0.287,0.168,9.27,NA,0.733,0.554,0.401,0.375,1.06684344271351,0.789880534082923,0.547783251231527,1.46666666666667,0.566666666666667,0.583333333333333,0.555141276810963,0.455555555555556,0.439618220025186,0.388888888888889,0.443924466338259,2069039,39.54,7.79212503969234,1320.7,638.315662488721,1,"2009",-1.924,0,0.395837345008424,9401731495.71661,0.0042056082986431,0.14047412443141,5,0,0.395837345008424,0.525680024808434,1,0.22146587838553,-0.290985648981406,-0.342833333333333,-0.283839774091966,-0.109676357443832
"North Macedonia",2010,"WB","mac","Balkans","SCD","1",1,"2",0,1,2,1,1,1,1,0,1,1,1,0,1,1,0,2,2,91.6,24.71540066,40625,0.0020676923,0.008295385,0.12613138,0.04003848,0.0860929,51.9,12.5,4,4.75,4.75,3.75,4.25,4,4,4.21,53.57,54,-0.081,0.608,0.717,-0.642,0.346,0.738,1.152,0.982,-0.217,14,0.785,-1.217,0.996,1.998,0.756,0.632,0.725,0.401,3,3,9,2,-0.09,-0.519,-0.264,0.321,0.115,9.31,NA,0.724,0.547,0.394,0.367,1.06971605347475,0.877723120168658,0.572906403940887,1.46666666666667,0.433333333333333,0.416666666666667,0.433921076679587,0.433333333333333,0.442389099228419,0.375,0.466133004926108,2070741,44.24,11.9355345067297,1852,894.365833293493,1,"2010",-1.924,0,0.418600485560356,9407168702.4313,0.00470279649482273,0.196871137170246,6,0,0.418600485560356,0.500505688524794,0,-0.265870842382871,-0.203804578005982,-0.29775,-0.271048742851934,0.00601772874422313
"North Macedonia",2011,"WB","mac","Balkans","SCD","1",1,"2",0,2,2,1,1,1,1,0,1,1,2,1,1,1,0,1,2,98,6.6851116,42793,0.0016591499,0.008108803,0.06249281,0.02934733,0.03314548,56.7,13.59,4,4.75,4.75,3.5,4.25,4,4,4.18,52.98,53,-0.091,0.608,0.717,-0.642,0.073,0.738,1.152,0.982,-0.217,14,0.785,-1.217,1.424,1.664,0.914,0.655,0.778,0.434,3,3,9,2,-0.11,-0.618,-0.237,0.32,-0.039,9.33,NA,0.637,0.505,0.364,0.341,1.17578168158215,0.954321855235418,0.567980295566502,1.33333333333333,0.5,0.5,0.519309869589621,0.506666666666667,0.535581420672875,0.55,0.440492610837438,2072487,47.29,3.22564706075358,2280.6,1100.41703518526,1,"2011",-1.924,0,0.427670897234618,10494632699.3859,0.00450611292025182,0.217311083229568,7,0,0.427670897234618,0.540663195554638,1,0.0772779132479641,0.177022588244599,-0.3498,-0.0389204334941531,0.0027525139245112
"North Macedonia",2012,"WB","mac","Balkans","SCD","1",1,"2",0,2,1,2,1,1,1,0,0,1,2,1,0,1,0,1,2,101.8,10.79419863,37832,0.0015595263,0.009568619,0.06601564,0.02954814,0.03646751,57.45,15.05,3.75,4.75,4.75,3.25,4.25,4,4,4.11,51.79,52,-0.041,0.645,-0.187,-1.352,0.073,0.719,1.088,0.952,0.192,14,0.785,-1.217,1.424,1.664,0.914,0.714,0.778,0.434,3,3,8,2,-0.07,-0.493,-0.221,0.352,-0.028,9.33,43,0.575,0.47,0.333,0.323,1.19235443597393,1.05692199578356,0.592610837438424,1.2,0.466666666666667,0.333333333333333,0.477053184656562,0.527777777777778,0.542241227100895,0.486111111111111,0.439162561576355,2074278,49.08,5.20383411963102,2109.8,1017.12499481747,1,"2012",-1.924,0,0.451176866593191,9745251126.0109,0.00503629915385159,0.216495190603017,8,0,0.451176866593191,0.537462821285594,0,-0.0918517844853872,0.21324512824862,-0.3525,0.368392762942594,0.16348973348573
"North Macedonia",2013,"WB","mac","Balkans","SCD","1",1,"2",1,1,2,2,1,1,1,0,0,0,1,0,0,0,1,0,2,113.2,14.95965701,33526,0.0016703454,0.004682933,0.0615326,0.0322822,0.0292504,65.24,16.3,3.75,4.75,4.75,3.25,4.25,3.75,4,4.07,51.19,51,-0.045,0.635,-1.546,-0.702,-0.676,0.711,1.171,0.612,0.003,13,0.86,-0.934,1.424,1.664,1.061,0.719,0.778,0.434,3,3,8,2,-0.05,-0.416,-0.2,0.33,-0.058,9.35,44,0.549,0.461,0.292,0.316,1.36449011158988,1.14476458186929,0.59064039408867,1.2,0.366666666666667,0.25,0.446218945560799,0.4,0.446370675228648,0.383333333333333,0.402068965517241,2076067,54.53,7.20576793041843,2388.3,1150.39639857481,1,"2013",-1.924,0,0.47330195976641,10817712138.9451,0.00504080708560226,0.220776812076726,9,0,0.47330195976641,0.595363241882693,0,-0.21595965914564,-0.219955256201542,-0.4278,0.349181329433263,0.173110796330898
"North Macedonia",2014,"WB","mac","Balkans","T/H","1",1,"2",1,2,0,2,1,0,1,1,0,0,0,0,0,0,1,0,2,81.7,9.45792252,36455,0.002057331,0.0040598,0.0615326,0.0322822,0.0292504,68.06,17.04,3.75,4.75,4.75,3,4.25,3.75,3.75,4,50,50,-0.022,0.635,-2.044,-0.702,-0.676,0.713,1.171,0.672,0.003,13,0.86,-0.62,1.588,1.664,1.061,0.73,0.778,0.48,3,4,8,2,0.13,0.256,-0.053,0.483,-0.141,9.39,45,0.572,0.46,0.282,0.313,1.42680366810297,1.19676739283205,0.601970443349754,1.06666666666667,0.3,0.166666666666667,0.403759905316737,0.36,0.402605331325813,0.3,0.452216748768473,2077775,39.32,4.55194740527728,3018.5,1452.75595288229,1,"2014",-1.924,0,0.5181517210269,11362272837.8818,0.00346057523534439,0.265659876599365,10,0,0.5181517210269,0.48969461757059,0,-0.389823021845857,-0.406568890090361,-0.326,0.47801858402804,0.188459454882997
"North Macedonia",2015,"WB","mac","Balkans","T/H","1",1,"2",1,2,1,1,1,0,2,1,0,1,0,1,1,0,1,1,0,67.2,18.11709934,39623,0.0031042576,0.004063297,0.06879349,0.04347807,0.02531542,70.38,17.53,3.75,4.5,4.5,3,4.25,3.75,3.75,3.93,48.81,49,-0.256,0.648,-2.044,-0.702,-0.974,0.702,1.005,0.672,0.003,13,1.001,-0.565,1.547,1.831,1.061,0.73,0.778,0.48,3,4,7,2,0.12,-0.287,-0.189,0.432,-0.182,9.42,42,0.558,0.453,0.279,0.307,1.47806872168821,1.23120168657765,0.486699507389163,1.06666666666667,0.433333333333333,0.5,0.532330711455522,0.46,0.526704794612886,0.566666666666667,0.434679802955665,2079328,32.32,8.71295886940396,3364.9,1618.26320811339,1,"2015",-2.399,0,0.500941623983939,10064515432.0265,0.00321128227367548,0.334333035974338,11,0,0.500941623983939,0.507252060949386,1,0.129503536564283,0.112001638817038,-0.3616,0.464306842232757,0.02213392855067
"North Macedonia",2016,"WB","mac","Balkans","T/H","1",1,"2",1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,64.6,14.13609954,41678,0.0025912952,0.004150871,0.06879349,0.04347807,0.02531542,72.16,18.34,3.25,4.25,4.75,2.75,4,3.5,3.5,3.71,45.24,45,-0.285,0.557,-2.044,-1.415,-1.071,0.601,0.543,0.456,-0.253,11,0.666,-0.477,1.449,1.831,1.061,0.76,0.756,0.48,3,4,8,2,0.1,-0.351,-0.278,0.441,-0.235,9.44,37,0.599,0.461,0.283,0.299,1.51740139211137,1.28812368236121,0.472413793103448,0.933333333333333,0.266666666666667,0.25,0.364119100325246,0.433333333333333,0.489973040902314,0.466666666666667,0.445615763546798,2080745,31.05,6.79376835700675,3722.2,1788.87850265169,1,"2016",-2.399,0,0.477767513679384,10672471860.7184,0.00290935412200842,0.34876643841996,12,0,0.477767513679384,0.472149881566572,0,-0.557530268326918,-0.0458878699241131,-0.3394,0.708354816233213,0.179153540309047
"North Macedonia",2018,"WB","mac","Balkans","T/H","1",1,"2",1,1,1,0,1,0,1,1,1,2,1,2,2,2,1,1,1,104.4,104,47159,0.0023749443,0.004304587,0.07385387,0.04011471,0.03373916,79.17,20.55,3.25,4,4.75,3,4,3.25,3.25,3.64,44.05,44,-0.365,0.658,-0.12,-0.86,-0.192,0.823,1.006,2.861,0.734,10,0.568,-1.009,1.449,1.709,0.874,0.655,0.573,0.464,3,4,8,2,0.09,-0.2,-0.284,0.526,-0.008,9.48,37,0.748,0.589,0.401,0.407,1.67230140315987,1.44342937456079,0.433004926108374,1.06666666666667,0.533333333333333,0.666666666666667,0.590933226849472,0.4,0.468627492865382,0.395833333333333,0.435714285714286,2082958,50.12,49.9289952077766,4920.6,2362.31359441717,1,"2018",-2.399,0,0.58538145939509,12683073866.1105,0.0039517234172957,0.38796588681455,14,0,0.58538145939509,0.529612218205069,1,0.367824625434617,-0.127651185195769,-0.3595,-0.14548097909069,-0.0288261540717508
"North Macedonia",2019,"WB","mac","Balkans","T/H","1",1,"2",1,2,1,0,1,1,1,2,2,2,2,2,2,2,2,1,1,104.4,104,47303,0.0027482401,0.004439465,0.07602262,0.033744,0.04227862,83,21.81,3.25,4,4.75,3.25,4,3.25,3.25,3.68,44.64,45,-0.409,0.68,-0.088,-0.86,-0.192,0.87,1.758,2.489,0.956,9,0.568,-0.891,1.449,1.751,0.874,0.674,0.661,0.464,3,3,NA,2,0,-0.049,-0.243,0.509,-0.002,9.48,35,0.72,0.618,0.428,0.427,1.75693293558723,1.53197470133521,0.411330049261084,1.2,0.733333333333333,0.833333333333333,0.728704484871768,0.386666666666667,0.486886808669822,0.416666666666667,0.398620689655172,2083459,50.11,49.9169890072231,5316.3,2551.67008326058,1,"2019",-2.159,0,0.590703852898254,12547040498.9077,0.00399377048351461,0.423709479575109,15,0,0.590703852898254,0.579012795598494,1,0.988059590791559,-0.0539201056064359,-0.4348,-0.0794036322077672,-0.0478183584026454
"North Macedonia",2020,"WB","mac","Balkans","T/H","1",1,"2",1,2,1,0,1,1,1,1,2,1,1,2,2,1,1,1,2,104.4,104,56133,0.0021199651,0.004560597,0.06712906,0.03584114,0.03128792,85,21.81,3.25,4.25,4.75,3.5,4,3.25,3.25,3.75,45.83,46,-0.409,0.672,-0.429,-0.86,-0.192,0.876,1.819,2.489,0.956,9,0.568,-0.891,1.449,1.298,0.874,0.682,0.661,0.464,3,3,NA,NA,0,-0.049,-0.243,0.509,-0.002,9.48,35,0.745,0.633,0.428,0.43,1.80112694729864,1.53197470133521,0.411330049261084,1.33333333333333,0.566666666666667,0.666666666666667,0.652768124248633,0.333333333333333,0.413366203211861,0.266666666666667,0.398620689655172,2083459,50.11,49.9169890072231,5316.3,2551.67008326058,1,"2020",-1.495,0,0.614573703474466,12547040498.9077,0.00399377048351461,0.423709479575109,16,0,0.614573703474466,0.556785999801134,1,0.631229186569972,-0.377993741342237,-0.4348,0.0472124538103792,-0.0427997289281616
"Albania",2005,"WB","alb","Balkans","T/H","1",0,"0",1,1,0,2,1,0,1,1,1,1,1,0,1,1,1,1,2,50,96.6,34992,0.0032293096,0.0070016,0.06679415,0.03022526,0.0365689,6.04,0.01,3.75,4.25,4.75,4,4.75,3.5,2.75,3.96,49.4,49,-0.786,0.731,0.479,-0.962,0.145,0.838,1.679,1.166,0.69,10,1.678,-0.99,-1.184,1.693,1.183,0.755,0.761,0.539,3,3,10,2,-0.66,-0.507,-0.736,-0.372,0.004,8.83,NA,0.814,0.522,0.42,0.348,0.0563473649320517,0,0.225615763546798,1.6,0.433333333333333,0.333333333333333,0.319014473538835,0.311111111111111,0.311545699362687,0.25,0.487192118226601,3011487,16.6,32.0771764912151,418.1,138.835067194379,0,"2005",-0.528,1,0.338209220813412,8052075642.10781,0.00206158023568375,0.0519244997915287,1,0,0.338209220813412,0.274641469017079,0,-0.758304579211986,-0.815594563087713,-0.255,-0.92566110931302,0.0400869609499707
"Albania",2006,"WB","alb","Balkans","SCD","1",0,"0",1,0,0,1,1,1,0,1,2,1,1,0,1,0,1,0,2,96.6,70,23452,0.0026010575,0.006822446,0.13480043,0.04363708,0.09116335,9.61,0.33,4,4.5,5,4.25,5.25,3.75,2.75,4.21,53.57,54,-0.804,0.731,0.479,-0.962,0.145,0.887,1.679,2.182,0.69,10,1.678,-0.99,-1.184,1.693,1.183,0.755,0.761,0.539,3,3,10,2,-0.52,-0.508,-0.685,-0.102,0.076,8.9,NA,0.805,0.548,0.437,0.361,0.135233675836924,0.022487702037948,0.216748768472906,1.73333333333333,0.333333333333333,0.333333333333333,0.245460612967009,0.38,0.407065133551658,0.266666666666667,0.472118226600985,2992547,32.28,23.3914454810568,497.9,166.380010071688,0,"2006",-0.528,1,0.32999055585642,8896073938.31407,0.00362856696379004,0.0559685096428458,2,0,0.32999055585642,0.309803955283626,0,-1.12297098128866,-0.405369867944734,-0.2856,-0.39794049413022,-0.0747725970527097
"Albania",2007,"WB","alb","Balkans","SCD","1",0,"1",1,1,1,2,2,1,1,2,1,1,1,0,1,1,1,0,2,61,18.12861206,24865,0.0020510758,0.007601046,0.11930373,0.03097268,0.08833105,15.04,0.33,3.75,4,5,4.25,5.25,4,3,4.18,52.98,53,-0.688,0.731,0.479,-0.962,0.145,0.887,1.679,2.182,0.69,10,1.678,-0.99,-1.184,1.693,1.183,0.755,0.761,0.539,3,3,10,2,-0.41,-0.203,-0.646,0.061,0.113,8.97,NA,0.824,0.551,0.44,0.362,0.255220417633411,0.022487702037948,0.273891625615764,1.73333333333333,0.533333333333333,0.5,0.500460060541862,0.325,0.382672411286461,0.3125,0.44692118226601,2970017,20.54,6.10387484650761,630.8,212.389356693918,1,"2007",-0.528,1,0.445575027590261,10677321490.3807,0.0019237034324109,0.0590784871063678,3,0,0.445575027590261,0.430629037514971,1,0.00184024268677845,-0.491488661409553,-0.33675,-0.394658765232018,-0.132580739948135
"Albania",2008,"WB","alb","Balkans","SCD","1",0,"1",2,1,0,2,1,2,0,0,1,1,2,0,1,1,1,0,2,70.7,11.394541,24896,0.0022895244,0.006948907,0.12312427,0.03735885,0.08576543,23.86,2.13,3.75,4,5,4.25,5.25,4,3,4.18,52.98,53,-0.594,0.721,0.479,-0.962,0.145,0.887,1.679,2.182,0.69,10,1.678,-0.99,-1.471,1.693,1.183,0.794,0.779,0.685,3,3,10,2,-0.36,-0.031,-0.589,0.148,0.175,9.05,NA,0.824,0.552,0.442,0.361,0.450116009280742,0.148981026001406,0.320197044334975,1.73333333333333,0.466666666666667,0.166666666666667,0.388851265358978,0.433333333333333,0.454915465753407,0.402777777777778,0.471510673234811,2947314,23.99,3.86607636648148,681.1,231.091766944411,1,"2008",-0.528,1,0.447401256951662,12881354103.8398,0.00186238184329152,0.0528748759260466,4,0,0.447401256951662,0.389774282039449,0,-0.452143438524169,-0.201704260875105,-0.286833333333333,-0.256985728483446,-0.123048538613091
